SalesID,OrderDate,CustomerID,ProductID,Quantity,Cost,SalesAmount,Profit
ORD101504,2022-06-08,CUST1138,PROD149,9,296.43,3639.27,971.4
ORD101505,2022-02-21,CUST1131,PROD109,3,376.54,1449.73,320.11
ORD101506,2023-06-01,CUST1159,PROD141,7,62.27,576.18,140.29
ORD101507,2024-06-21,CUST1032,PROD114,9,130.55,1748.78,573.83
ORD101508,2023-11-11,CUST1141,PROD115,1,225.84,256.61,30.77
ORD101509,2023-05-08,CUST1177,PROD111,5,462.46,3093.66,781.36
ORD101510,2023-02-16,CUST1039,PROD104,3,127.96,526.31,142.43
ORD101511,2022-10-28,CUST1128,PROD133,1,461.45,548.09,86.64
ORD101512,2022-09-14,CUST1024,PROD145,4,474.69,2533.78,635.02
ORD101513,2024-01-04,CUST1084,PROD141,8,62.27,702.4,204.24
ORD101514,2024-04-26,CUST1043,PROD127,5,144.94,879.93,155.23
ORD101515,2022-04-07,CUST1105,PROD131,5,189.48,1412.39,464.99
ORD101516,2022-01-30,CUST1090,PROD117,4,177.5,818.0,108.0
ORD101517,2022-03-11,CUST1097,PROD115,2,225.84,582.47,130.79
ORD101518,2023-11-29,CUST1090,PROD138,1,313.0,435.55,122.55
ORD101519,2024-02-26,CUST1169,PROD102,7,230.44,2058.41,445.33
ORD101520,2023-09-11,CUST1159,PROD121,2,356.71,931.58,218.16
ORD101521,2022-01-17,CUST1040,PROD135,2,205.94,531.29,119.41
ORD101522,2022-01-10,CUST1008,PROD117,9,177.5,1791.51,194.01
ORD101523,2024-01-01,CUST1177,PROD139,3,143.14,527.58,98.16
ORD101524,2024-04-25,CUST1164,PROD130,2,8.9,20.17,2.37
ORD101525,2024-05-05,CUST1081,PROD149,3,296.43,1248.68,359.39
ORD101526,2024-08-12,CUST1094,PROD109,6,376.54,2916.76,657.52
ORD101527,2023-09-26,CUST1129,PROD125,8,440.22,4447.51,925.75
ORD101528,2022-06-03,CUST1186,PROD129,3,356.62,1502.48,432.62
ORD101529,2022-04-22,CUST1029,PROD148,6,302.19,2471.03,657.89
ORD101530,2024-11-24,CUST1084,PROD102,5,230.44,1457.89,305.69
ORD101531,2022-03-18,CUST1136,PROD148,9,302.19,3137.35,417.64
ORD101532,2024-09-02,CUST1119,PROD100,6,278.28,2158.96,489.28
ORD101533,2024-04-07,CUST1036,PROD149,4,296.43,1395.56,209.84
ORD101534,2023-05-26,CUST1093,PROD125,5,440.22,2790.54,589.44
ORD101535,2022-12-31,CUST1187,PROD147,5,325.36,2362.6,735.8
ORD101536,2024-05-30,CUST1108,PROD105,4,255.4,1236.5,214.9
ORD101537,2023-10-08,CUST1015,PROD120,2,313.08,797.4,171.24
ORD101538,2023-11-03,CUST1013,PROD113,6,29.1,194.26,19.66
ORD101539,2022-10-07,CUST1153,PROD137,7,174.59,1781.39,559.26
ORD101540,2023-08-21,CUST1050,PROD120,9,313.08,3189.13,371.41
ORD101541,2024-03-26,CUST1139,PROD143,7,349.16,3308.81,864.69
ORD101542,2022-03-10,CUST1046,PROD130,6,8.9,79.49,26.09
ORD101543,2024-08-01,CUST1130,PROD102,5,230.44,1688.26,536.06
ORD101544,2024-01-01,CUST1161,PROD137,8,174.59,1553.69,156.97
ORD101545,2023-04-21,CUST1090,PROD122,1,106.44,128.59,22.15
ORD101546,2024-11-18,CUST1169,PROD129,5,356.62,2038.23,255.13
ORD101547,2022-10-12,CUST1001,PROD120,4,313.08,1580.68,328.36
ORD101548,2023-09-18,CUST1154,PROD101,1,139.47,178.67,39.2
ORD101549,2024-05-19,CUST1083,PROD141,3,62.27,217.98,31.17
ORD101550,2023-08-25,CUST1155,PROD122,6,106.44,900.36,261.72
ORD101551,2023-12-17,CUST1099,PROD107,4,189.65,940.34,181.74
ORD101552,2024-08-05,CUST1150,PROD138,1,313.0,394.28,81.28
ORD101553,2023-08-13,CUST1108,PROD116,1,56.79,69.22,12.43
ORD101554,2023-11-28,CUST1084,PROD128,4,19.97,97.02,17.14
ORD101555,2022-01-30,CUST1164,PROD145,4,474.69,2407.62,508.86
ORD101556,2022-04-02,CUST1152,PROD123,8,174.14,1761.04,367.92
ORD101557,2023-03-26,CUST1030,PROD128,5,19.97,130.41,30.56
ORD101558,2023-05-04,CUST1140,PROD146,8,6.34,70.17,19.45
ORD101559,2024-09-26,CUST1052,PROD109,9,376.54,3879.26,490.4
ORD101560,2023-02-28,CUST1056,PROD141,7,62.27,495.7,59.81
ORD101561,2022-04-16,CUST1068,PROD127,1,144.94,168.45,23.51
ORD101562,2023-11-19,CUST1193,PROD115,1,225.84,257.11,31.27
ORD101563,2022-04-20,CUST1069,PROD126,4,274.12,1277.46,180.98
ORD101564,2023-01-13,CUST1172,PROD115,1,225.84,251.25,25.41
ORD101565,2022-09-18,CUST1085,PROD146,6,6.34,54.43,16.39
ORD101566,2023-01-20,CUST1113,PROD114,4,130.55,741.75,219.55
ORD101567,2022-09-25,CUST1152,PROD138,6,313.0,2083.7,205.7
ORD101568,2022-06-29,CUST1136,PROD116,5,56.79,349.26,65.31
ORD101569,2023-09-04,CUST1122,PROD129,5,356.62,2408.25,625.15
ORD101570,2024-08-22,CUST1112,PROD118,8,371.35,3449.96,479.16
ORD101571,2023-05-13,CUST1122,PROD106,6,158.64,1112.38,160.54
ORD101572,2024-01-03,CUST1158,PROD101,3,139.47,471.52,53.11
ORD101573,2024-05-24,CUST1032,PROD117,7,177.5,1445.02,202.52
ORD101574,2024-07-01,CUST1085,PROD100,5,278.28,1890.7,499.3
ORD101575,2024-06-03,CUST1195,PROD130,7,8.9,84.22,21.92
ORD101576,2024-12-30,CUST1185,PROD149,9,296.43,3219.63,551.76
ORD101577,2024-01-31,CUST1117,PROD101,6,139.47,1006.88,170.06
ORD101578,2022-04-06,CUST1084,PROD111,3,462.46,1756.77,369.39
ORD101579,2024-10-23,CUST1081,PROD131,5,189.48,1223.57,276.17
ORD101580,2023-05-24,CUST1126,PROD132,1,267.62,392.61,124.99
ORD101581,2022-06-10,CUST1145,PROD110,3,170.09,699.58,189.31
ORD101582,2022-08-14,CUST1075,PROD103,7,203.85,1752.28,325.33
ORD101583,2023-08-04,CUST1146,PROD124,5,339.74,2388.75,690.05
ORD101584,2024-10-16,CUST1121,PROD112,9,431.85,4963.5,1076.85
ORD101585,2022-12-02,CUST1163,PROD126,8,274.12,2929.27,736.31
ORD101586,2022-10-05,CUST1058,PROD104,1,127.96,174.35,46.39
ORD101587,2022-09-30,CUST1085,PROD141,2,62.27,153.19,28.65
ORD101588,2022-01-03,CUST1043,PROD149,5,296.43,1927.17,445.02
ORD101589,2023-12-03,CUST1191,PROD114,9,130.55,1339.94,164.99
ORD101590,2022-06-24,CUST1098,PROD120,1,313.08,450.47,137.39
ORD101591,2022-10-16,CUST1115,PROD142,9,290.68,3874.39,1258.27
ORD101592,2022-08-20,CUST1097,PROD114,1,130.55,190.7,60.15
ORD101593,2023-01-21,CUST1155,PROD104,2,127.96,286.09,30.17
ORD101594,2022-09-22,CUST1191,PROD123,1,174.14,250.96,76.82
ORD101595,2024-05-09,CUST1051,PROD110,8,170.09,1955.12,594.4
ORD101596,2024-10-21,CUST1059,PROD111,8,462.46,4263.02,563.34
ORD101597,2022-06-13,CUST1164,PROD121,6,356.71,2971.5,831.24
ORD101598,2024-11-16,CUST1176,PROD102,2,230.44,516.9,56.02
ORD101599,2024-08-06,CUST1139,PROD111,1,462.46,658.89,196.43
ORD101600,2023-11-03,CUST1072,PROD109,9,376.54,4814.93,1426.07
ORD101601,2022-09-17,CUST1093,PROD130,8,8.9,105.88,34.68
ORD101602,2022-09-17,CUST1161,PROD143,1,349.16,444.68,95.52
ORD101603,2022-06-14,CUST1175,PROD140,5,108.83,706.72,162.57
ORD101604,2023-03-03,CUST1142,PROD144,1,337.62,429.6,91.98
ORD101605,2023-01-02,CUST1110,PROD131,1,189.48,247.11,57.63
ORD101606,2024-11-10,CUST1159,PROD124,5,339.74,2422.59,723.89
ORD101607,2022-05-14,CUST1063,PROD108,3,264.86,1150.03,355.45
ORD101608,2023-12-30,CUST1171,PROD116,5,56.79,314.09,30.14
ORD101609,2024-10-20,CUST1021,PROD117,2,177.5,485.39,130.39
ORD101610,2023-11-26,CUST1130,PROD129,7,356.62,3369.25,872.91
ORD101611,2024-01-12,CUST1154,PROD129,4,356.62,1918.26,491.78
ORD101612,2024-12-08,CUST1009,PROD115,9,225.84,2845.25,812.69
ORD101613,2024-05-12,CUST1129,PROD107,4,189.65,1056.88,298.28
ORD101614,2023-11-02,CUST1184,PROD124,2,339.74,776.62,97.14
ORD101615,2023-10-15,CUST1067,PROD110,5,170.09,1177.12,326.67
ORD101616,2022-08-29,CUST1081,PROD108,6,264.86,2275.11,685.95
ORD101617,2024-07-12,CUST1001,PROD140,4,108.83,480.99,45.67
ORD101618,2022-07-24,CUST1112,PROD110,3,170.09,626.56,116.29
ORD101619,2023-12-16,CUST1030,PROD139,3,143.14,506.74,77.32
ORD101620,2023-03-04,CUST1034,PROD135,9,205.94,2052.74,199.28
ORD101621,2022-08-27,CUST1175,PROD122,6,106.44,924.41,285.77
ORD101622,2024-01-26,CUST1176,PROD144,8,337.62,3551.89,850.93
ORD101623,2022-02-13,CUST1010,PROD148,5,302.19,2107.43,596.48
ORD101624,2023-12-13,CUST1134,PROD100,8,278.28,2642.64,416.4
ORD101625,2023-05-28,CUST1005,PROD141,3,62.27,214.81,28.0
ORD101626,2023-07-18,CUST1042,PROD117,1,177.5,206.32,28.82
ORD101627,2023-11-06,CUST1198,PROD108,4,264.86,1523.86,464.42
ORD101628,2024-05-14,CUST1105,PROD122,6,106.44,768.53,129.89
ORD101629,2024-11-13,CUST1166,PROD111,8,462.46,4983.71,1284.03
ORD101630,2024-02-26,CUST1005,PROD129,4,356.62,1771.38,344.9
ORD101631,2024-03-11,CUST1060,PROD141,6,62.27,476.8,103.18
ORD101632,2022-01-03,CUST1158,PROD132,7,267.62,2701.49,828.15
ORD101633,2024-06-13,CUST1059,PROD146,3,6.34,26.51,7.49
ORD101634,2024-02-04,CUST1008,PROD119,5,341.85,2109.67,400.42
ORD101635,2024-06-13,CUST1191,PROD138,7,313.0,3196.41,1005.41
ORD101636,2022-05-12,CUST1119,PROD132,7,267.62,2297.31,423.97
ORD101637,2023-03-31,CUST1086,PROD137,1,174.59,244.44,69.85
ORD101638,2023-02-09,CUST1131,PROD147,2,325.36,921.38,270.66
ORD101639,2024-04-06,CUST1015,PROD147,9,325.36,3643.6,715.36
ORD101640,2022-01-03,CUST1102,PROD109,4,376.54,1972.76,466.6
ORD101641,2024-09-08,CUST1110,PROD148,4,302.19,1551.77,343.01
ORD101642,2022-06-25,CUST1094,PROD128,6,19.97,161.73,41.91
ORD101643,2022-04-21,CUST1006,PROD118,2,371.35,1033.8,291.1
ORD101644,2022-09-12,CUST1093,PROD142,6,290.68,2554.83,810.75
ORD101645,2022-11-10,CUST1022,PROD121,9,356.71,4281.19,1070.8
ORD101646,2022-03-11,CUST1010,PROD130,5,8.9,65.01,20.51
ORD101647,2023-05-09,CUST1156,PROD133,6,461.45,4145.2,1376.5
ORD101648,2024-10-10,CUST1135,PROD132,4,267.62,1411.21,340.73
ORD101649,2022-12-23,CUST1091,PROD107,7,189.65,1594.19,266.64
ORD101650,2023-12-02,CUST1083,PROD138,7,313.0,2973.2,782.2
ORD101651,2024-06-08,CUST1002,PROD135,6,205.94,1719.61,483.97
ORD101652,2024-04-12,CUST1115,PROD124,7,339.74,3232.68,854.5
ORD101653,2023-12-12,CUST1071,PROD101,5,139.47,782.62,85.27
ORD101654,2023-07-16,CUST1179,PROD118,8,371.35,3492.05,521.25
ORD101655,2022-05-12,CUST1019,PROD100,2,278.28,665.33,108.77
ORD101656,2024-07-17,CUST1094,PROD120,8,313.08,3000.58,495.94
ORD101657,2023-02-02,CUST1030,PROD100,3,278.28,1231.93,397.09
ORD101658,2022-03-17,CUST1126,PROD108,1,264.86,362.12,97.26
ORD101659,2024-11-07,CUST1027,PROD114,5,130.55,778.65,125.9
ORD101660,2022-03-10,CUST1015,PROD138,2,313.0,730.06,104.06
ORD101661,2022-10-31,CUST1047,PROD118,6,371.35,2493.98,265.88
ORD101662,2022-11-27,CUST1023,PROD102,7,230.44,1957.0,343.92
ORD101663,2023-02-27,CUST1186,PROD103,4,203.85,1006.76,191.36
ORD101664,2023-09-21,CUST1094,PROD118,1,371.35,450.18,78.83
ORD101665,2024-05-20,CUST1136,PROD146,6,6.34,52.8,14.76
ORD101666,2023-03-09,CUST1141,PROD107,2,189.65,503.25,123.95
ORD101667,2024-03-04,CUST1038,PROD106,1,158.64,181.06,22.42
ORD101668,2023-07-02,CUST1166,PROD100,6,278.28,2270.34,600.66
ORD101669,2024-08-18,CUST1002,PROD108,5,264.86,1621.23,296.93
ORD101670,2024-10-29,CUST1042,PROD128,3,19.97,83.67,23.76
ORD101671,2024-08-21,CUST1051,PROD116,2,56.79,147.15,33.57
ORD101672,2024-02-14,CUST1068,PROD143,2,349.16,807.51,109.19
ORD101673,2024-10-17,CUST1038,PROD131,8,189.48,1778.35,262.51
ORD101674,2024-08-05,CUST1197,PROD148,7,302.19,2793.48,678.15
ORD101675,2022-03-24,CUST1059,PROD141,5,62.27,377.91,66.56
ORD101676,2023-01-12,CUST1191,PROD127,5,144.94,907.92,183.22
ORD101677,2022-02-17,CUST1181,PROD109,8,376.54,4260.1,1247.78
ORD101678,2022-10-28,CUST1062,PROD136,8,17.04,180.27,43.95
ORD101679,2022-03-17,CUST1110,PROD139,1,143.14,207.68,64.54
ORD101680,2022-11-02,CUST1114,PROD139,9,143.14,1771.63,483.37
ORD101681,2024-12-10,CUST1161,PROD107,8,189.65,1762.27,245.07
ORD101682,2023-12-21,CUST1088,PROD132,1,267.62,305.04,37.42
ORD101683,2024-09-14,CUST1108,PROD114,3,130.55,531.6,139.95
ORD101684,2023-07-29,CUST1172,PROD114,9,130.55,1544.15,369.2
ORD101685,2022-12-05,CUST1142,PROD135,4,205.94,1148.09,324.33
ORD101686,2023-02-24,CUST1116,PROD131,7,189.48,1753.21,426.85
ORD101687,2022-12-08,CUST1196,PROD112,8,431.85,5165.11,1710.31
ORD101688,2024-07-13,CUST1105,PROD110,6,170.09,1523.32,502.78
ORD101689,2024-08-13,CUST1081,PROD136,4,17.04,82.4,14.24
ORD101690,2022-08-14,CUST1153,PROD114,9,130.55,1664.61,489.66
ORD101691,2023-04-04,CUST1191,PROD105,5,255.4,1796.03,519.03
ORD101692,2023-05-22,CUST1164,PROD115,5,225.84,1621.74,492.54
ORD101693,2024-07-10,CUST1140,PROD113,4,29.1,147.61,31.21
ORD101694,2023-09-25,CUST1038,PROD120,8,313.08,3684.63,1179.99
ORD101695,2024-11-03,CUST1187,PROD140,3,108.83,408.34,81.85
ORD101696,2022-07-30,CUST1030,PROD116,5,56.79,393.36,109.41
ORD101697,2024-03-19,CUST1098,PROD116,2,56.79,152.31,38.73
ORD101698,2022-11-09,CUST1083,PROD149,4,296.43,1476.91,291.19
ORD101699,2022-12-08,CUST1031,PROD127,4,144.94,690.58,110.82
ORD101700,2022-02-07,CUST1100,PROD144,4,337.62,1855.75,505.27
ORD101701,2024-10-17,CUST1075,PROD126,3,274.12,1201.41,379.05
ORD101702,2023-12-27,CUST1007,PROD120,3,313.08,1182.88,243.64
ORD101703,2022-08-28,CUST1069,PROD141,2,62.27,141.8,17.26
ORD101704,2023-11-09,CUST1077,PROD142,8,290.68,2819.0,493.56
ORD101705,2024-08-21,CUST1190,PROD146,4,6.34,31.96,6.6
ORD101706,2023-11-18,CUST1174,PROD130,4,8.9,44.96,9.36
ORD101707,2024-01-15,CUST1032,PROD133,5,461.45,3126.49,819.24
ORD101708,2023-03-02,CUST1032,PROD108,6,264.86,1821.27,232.11
ORD101709,2024-05-10,CUST1028,PROD108,6,264.86,1819.66,230.5
ORD101710,2024-12-23,CUST1012,PROD127,6,144.94,1016.97,147.33
ORD101711,2024-12-17,CUST1093,PROD129,7,356.62,2911.46,415.12
ORD101712,2024-10-12,CUST1074,PROD103,7,203.85,1669.96,243.01
ORD101713,2023-07-06,CUST1055,PROD137,2,174.59,384.83,35.65
ORD101714,2023-12-07,CUST1073,PROD112,8,431.85,4179.21,724.41
ORD101715,2023-12-03,CUST1049,PROD102,3,230.44,916.88,225.56
ORD101716,2023-01-01,CUST1019,PROD112,7,431.85,4524.98,1502.03
ORD101717,2024-08-12,CUST1151,PROD128,3,19.97,75.75,15.84
ORD101718,2022-12-18,CUST1030,PROD115,1,225.84,324.85,99.01
ORD101719,2024-07-25,CUST1188,PROD108,8,264.86,2508.31,389.43
ORD101720,2022-03-15,CUST1180,PROD130,1,8.9,13.14,4.24
ORD101721,2023-11-25,CUST1013,PROD126,3,274.12,910.19,87.83
ORD101722,2023-06-04,CUST1031,PROD130,9,8.9,88.98,8.88
ORD101723,2022-12-22,CUST1186,PROD148,6,302.19,2257.05,443.91
ORD101724,2024-08-01,CUST1144,PROD137,4,174.59,1012.71,314.35
ORD101725,2023-12-11,CUST1018,PROD140,4,108.83,577.57,142.25
ORD101726,2023-11-13,CUST1129,PROD100,5,278.28,1550.09,158.69
ORD101727,2024-03-07,CUST1015,PROD143,5,349.16,2507.21,761.41
ORD101728,2024-06-09,CUST1160,PROD116,7,56.79,463.07,65.54
ORD101729,2024-05-03,CUST1078,PROD116,6,56.79,426.06,85.32
ORD101730,2024-02-19,CUST1073,PROD121,8,356.71,3236.53,382.85
ORD101731,2023-05-31,CUST1006,PROD105,9,255.4,3384.65,1086.05
ORD101732,2022-10-02,CUST1111,PROD142,8,290.68,2563.79,238.35
ORD101733,2022-02-16,CUST1195,PROD114,1,130.55,189.48,58.93
ORD101734,2022-12-28,CUST1070,PROD111,6,462.46,3239.1,464.34
ORD101735,2022-06-05,CUST1118,PROD144,8,337.62,3189.57,488.61
ORD101736,2024-12-14,CUST1085,PROD107,8,189.65,1802.87,285.67
ORD101737,2023-09-16,CUST1179,PROD129,3,356.62,1237.76,167.9
ORD101738,2023-12-15,CUST1074,PROD139,4,143.14,662.59,90.03
ORD101739,2023-02-08,CUST1186,PROD108,2,264.86,767.37,237.65
ORD101740,2022-07-19,CUST1091,PROD148,2,302.19,765.65,161.27
ORD101741,2024-07-29,CUST1154,PROD139,3,143.14,534.66,105.24
ORD101742,2023-11-06,CUST1026,PROD115,4,225.84,1082.39,179.03
ORD101743,2023-11-05,CUST1068,PROD134,9,49.3,648.67,204.97
ORD101744,2022-03-16,CUST1059,PROD117,2,177.5,473.57,118.57
ORD101745,2023-01-11,CUST1157,PROD110,9,170.09,1895.29,364.48
ORD101746,2024-04-17,CUST1176,PROD106,7,158.64,1309.33,198.85
ORD101747,2023-04-22,CUST1092,PROD139,3,143.14,629.17,199.75
ORD101748,2024-07-17,CUST1061,PROD141,5,62.27,367.99,56.64
ORD101749,2022-07-31,CUST1188,PROD110,9,170.09,1723.89,193.08
ORD101750,2023-02-19,CUST1143,PROD115,8,225.84,2443.07,636.35
ORD101751,2024-06-13,CUST1110,PROD115,9,225.84,2461.1,428.54
ORD101752,2023-01-05,CUST1091,PROD145,4,474.69,2223.75,324.99
ORD101753,2023-12-05,CUST1168,PROD119,9,341.85,4128.98,1052.33
ORD101754,2022-07-03,CUST1160,PROD142,3,290.68,1118.43,246.39
ORD101755,2024-05-19,CUST1173,PROD145,1,474.69,551.98,77.29
ORD101756,2022-01-06,CUST1113,PROD128,6,19.97,159.33,39.51
ORD101757,2024-11-25,CUST1142,PROD103,1,203.85,278.64,74.79
ORD101758,2024-05-27,CUST1068,PROD141,7,62.27,600.44,164.55
ORD101759,2023-09-09,CUST1089,PROD146,5,6.34,38.07,6.37
ORD101760,2022-05-18,CUST1012,PROD122,8,106.44,1113.4,261.88
ORD101761,2022-10-27,CUST1172,PROD145,4,474.69,2344.98,446.22
ORD101762,2022-04-18,CUST1105,PROD127,2,144.94,426.32,136.44
ORD101763,2023-09-11,CUST1059,PROD145,2,474.69,1227.06,277.68
ORD101764,2022-05-13,CUST1170,PROD109,6,376.54,3000.77,741.53
ORD101765,2022-11-13,CUST1191,PROD125,9,440.22,5200.32,1238.34
ORD101766,2023-03-05,CUST1052,PROD117,2,177.5,532.22,177.22
ORD101767,2022-01-03,CUST1141,PROD137,5,174.59,1273.09,400.14
ORD101768,2024-09-17,CUST1180,PROD104,6,127.96,1147.77,380.01
ORD101769,2024-12-29,CUST1178,PROD119,6,341.85,2453.43,402.33
ORD101770,2022-03-21,CUST1120,PROD104,3,127.96,496.34,112.46
ORD101771,2023-11-28,CUST1178,PROD149,5,296.43,1898.82,416.67
ORD101772,2024-07-09,CUST1113,PROD141,7,62.27,601.79,165.9
ORD101773,2023-12-27,CUST1197,PROD116,3,56.79,236.65,66.28
ORD101774,2023-01-04,CUST1116,PROD117,4,177.5,899.81,189.81
ORD101775,2023-03-31,CUST1182,PROD100,7,278.28,2553.14,605.18
ORD101776,2022-04-08,CUST1083,PROD148,4,302.19,1554.78,346.02
ORD101777,2022-07-10,CUST1088,PROD131,5,189.48,1332.27,384.87
ORD101778,2024-08-09,CUST1121,PROD141,7,62.27,565.68,129.79
ORD101779,2022-04-18,CUST1175,PROD131,2,189.48,519.64,140.68
ORD101780,2024-01-14,CUST1087,PROD104,7,127.96,1280.21,384.49
ORD101781,2022-06-19,CUST1173,PROD137,9,174.59,2154.76,583.45
ORD101782,2022-10-09,CUST1062,PROD128,3,19.97,74.63,14.72
ORD101783,2023-01-26,CUST1010,PROD118,2,371.35,959.11,216.41
ORD101784,2022-03-13,CUST1094,PROD131,2,189.48,487.53,108.57
ORD101785,2024-08-17,CUST1096,PROD116,9,56.79,758.34,247.23
ORD101786,2024-02-06,CUST1104,PROD106,7,158.64,1415.08,304.6
ORD101787,2023-01-06,CUST1054,PROD146,3,6.34,27.87,8.85
ORD101788,2024-07-08,CUST1094,PROD120,5,313.08,2291.52,726.12
ORD101789,2024-03-08,CUST1134,PROD134,1,49.3,68.95,19.65
ORD101790,2024-07-18,CUST1153,PROD140,9,108.83,1156.58,177.11
ORD101791,2024-03-27,CUST1005,PROD114,9,130.55,1492.26,317.31
ORD101792,2023-12-20,CUST1183,PROD125,6,440.22,3586.95,945.63
ORD101793,2024-05-24,CUST1047,PROD138,6,313.0,2258.7,380.7
ORD101794,2023-03-03,CUST1155,PROD123,8,174.14,1621.82,228.7
ORD101795,2022-08-28,CUST1089,PROD122,2,106.44,275.23,62.35
ORD101796,2023-07-20,CUST1161,PROD122,3,106.44,427.87,108.55
ORD101797,2024-01-26,CUST1144,PROD147,7,325.36,3095.01,817.49
ORD101798,2024-12-16,CUST1144,PROD132,7,267.62,2518.92,645.58
ORD101799,2022-12-03,CUST1079,PROD145,8,474.69,4619.93,822.41
ORD101800,2022-07-20,CUST1162,PROD121,3,356.71,1326.19,256.06
ORD101801,2022-12-28,CUST1187,PROD144,3,337.62,1269.28,256.42
ORD101802,2022-07-11,CUST1069,PROD110,8,170.09,1608.12,247.4
ORD101803,2024-04-02,CUST1072,PROD124,6,339.74,2411.01,372.57
ORD101804,2023-02-14,CUST1144,PROD110,6,170.09,1309.79,289.25
ORD101805,2022-05-09,CUST1051,PROD143,5,349.16,2010.04,264.24
ORD101806,2022-05-04,CUST1092,PROD141,5,62.27,356.18,44.83
ORD101807,2022-11-02,CUST1133,PROD144,9,337.62,3956.83,918.25
ORD101808,2023-02-28,CUST1000,PROD108,1,264.86,296.39,31.53
ORD101809,2023-01-22,CUST1023,PROD127,7,144.94,1279.37,264.79
ORD101810,2024-06-18,CUST1158,PROD148,9,302.19,3806.16,1086.45
ORD101811,2024-02-21,CUST1110,PROD139,4,143.14,852.94,280.38
ORD101812,2024-06-03,CUST1038,PROD142,9,290.68,3400.83,784.71
ORD101813,2023-10-08,CUST1168,PROD128,1,19.97,24.02,4.05
ORD101814,2023-10-19,CUST1081,PROD114,6,130.55,1058.38,275.08
ORD101815,2023-04-07,CUST1127,PROD130,3,8.9,30.92,4.22
ORD101816,2022-01-28,CUST1143,PROD131,8,189.48,2231.62,715.78
ORD101817,2024-06-21,CUST1074,PROD100,1,278.28,390.15,111.87
ORD101818,2022-12-31,CUST1018,PROD100,9,278.28,2905.9,401.38
ORD101819,2023-07-09,CUST1027,PROD111,7,462.46,3687.42,450.2
ORD101820,2023-10-07,CUST1051,PROD137,7,174.59,1797.16,575.03
ORD101821,2024-09-27,CUST1124,PROD100,5,278.28,2062.64,671.24
ORD101822,2023-02-04,CUST1170,PROD144,8,337.62,3242.6,541.64
ORD101823,2023-06-03,CUST1047,PROD134,4,49.3,230.48,33.28
ORD101824,2023-08-29,CUST1081,PROD118,6,371.35,3065.52,837.42
ORD101825,2024-04-06,CUST1119,PROD132,7,267.62,2805.29,931.95
ORD101826,2022-03-06,CUST1169,PROD138,1,313.0,376.57,63.57
ORD101827,2024-08-16,CUST1131,PROD131,4,189.48,943.11,185.19
ORD101828,2022-02-20,CUST1117,PROD111,8,462.46,4602.21,902.53
ORD101829,2022-06-27,CUST1153,PROD123,6,174.14,1343.84,299.0
ORD101830,2024-10-15,CUST1108,PROD118,9,371.35,4027.16,685.01
ORD101831,2024-08-25,CUST1079,PROD127,7,144.94,1342.86,328.28
ORD101832,2023-03-26,CUST1021,PROD133,9,461.45,5949.89,1796.84
ORD101833,2024-12-10,CUST1060,PROD109,2,376.54,948.99,195.91
ORD101834,2023-01-27,CUST1029,PROD105,2,255.4,619.13,108.33
ORD101835,2022-11-14,CUST1022,PROD104,4,127.96,754.35,242.51
ORD101836,2023-11-20,CUST1024,PROD103,1,203.85,269.06,65.21
ORD101837,2023-05-10,CUST1067,PROD145,4,474.69,2265.38,366.62
ORD101838,2024-02-22,CUST1137,PROD111,8,462.46,4583.38,883.7
ORD101839,2022-11-16,CUST1038,PROD112,9,431.85,5054.11,1167.46
ORD101840,2023-07-19,CUST1064,PROD109,3,376.54,1282.77,153.15
ORD101841,2023-01-27,CUST1079,PROD111,8,462.46,4119.72,420.04
ORD101842,2024-11-26,CUST1142,PROD113,8,29.1,322.26,89.46
ORD101843,2023-02-09,CUST1069,PROD137,4,174.59,975.47,277.11
ORD101844,2023-07-05,CUST1081,PROD137,8,174.59,1799.18,402.46
ORD101845,2023-01-24,CUST1186,PROD120,8,313.08,3621.02,1116.38
ORD101846,2022-05-25,CUST1105,PROD109,8,376.54,4022.54,1010.22
ORD101847,2022-09-09,CUST1067,PROD137,3,174.59,734.82,211.05
ORD101848,2024-05-29,CUST1082,PROD137,7,174.59,1801.9,579.77
ORD101849,2024-02-22,CUST1107,PROD125,1,440.22,623.42,183.2
ORD101850,2024-10-04,CUST1177,PROD145,4,474.69,2324.5,425.74
ORD101851,2024-01-14,CUST1113,PROD103,9,203.85,2105.42,270.77
ORD101852,2022-01-16,CUST1129,PROD119,2,341.85,762.95,79.25
ORD101853,2023-10-17,CUST1135,PROD114,7,130.55,1148.0,234.15
ORD101854,2024-01-29,CUST1008,PROD125,3,440.22,1456.66,136.0
ORD101855,2023-08-20,CUST1031,PROD102,1,230.44,321.5,91.06
ORD101856,2024-01-15,CUST1124,PROD110,2,170.09,435.67,95.49
ORD101857,2023-07-19,CUST1014,PROD107,8,189.65,2113.3,596.1
ORD101858,2024-04-15,CUST1148,PROD104,2,127.96,332.47,76.55
ORD101859,2022-09-02,CUST1146,PROD106,9,158.64,1579.04,151.28
ORD101860,2022-08-08,CUST1163,PROD104,8,127.96,1483.16,459.48
ORD101861,2022-07-08,CUST1044,PROD140,3,108.83,479.36,152.87
ORD101862,2022-03-08,CUST1103,PROD132,3,267.62,1076.17,273.31
ORD101863,2023-05-25,CUST1159,PROD124,4,339.74,1874.91,515.95
ORD101864,2023-06-20,CUST1193,PROD115,1,225.84,253.9,28.06
